IE_NAME;IE_PREVIEW_TEXT;IE_DETAIL_TEXT;IP_PROP487;CR_PRICE_1_USD
Подпятник 80*80 мм., отв. □25 мм., литье;Подпятник 80*80 мм., отв. □25 мм., литье;;;3.41
Подпятник 51*51 мм., отв. □15 мм., ≠5 мм., литье;Подпятник 51*51 мм., отв. □15 мм., ≠5 мм., литье;;;2.54
Полоса 31*5 мм., 3000 мм., декоративная;Полоса 31*5 мм., 3000 мм., декоративная;;;34.37
Полоса 32*9 мм., 3000 мм., декоративная;Полоса 32*9 мм., 3000 мм., декоративная;;;41.02
Полоса 32*9 мм., 3000 мм., декоративная;Полоса 32*9 мм., 3000 мм., декоративная;;;70.12
Профиль отв. □14 мм., 140 мм., 2000 мм., квадратного сечения;Профиль отв. □14 мм., 140 мм., 2000 мм., квадратного сечения;;;29.78
Розетка 410*400 мм., ≠16*8 мм., кованая;Розетка 410*400 мм., ≠16*8 мм., кованая;;;90.62
Розетка Ø250 мм., □8 мм., с хомутами, кованая;Розетка Ø250 мм., □8 мм., с хомутами, кованая;;;13.72
Розетка 250*220 мм., ≠12*6 мм., с хомутами, кованая;Розетка 250*220 мм., ≠12*6 мм., с хомутами, кованая;;;14.86
Розетка 470*470 мм., Ø12 мм., кованая;Розетка 470*470 мм., Ø12 мм., кованая;;;205.63
Лист 180*130 мм., ≠4 мм., кованый;Лист 180*130 мм., ≠4 мм., кованый;;;23.53
Розетка Ø290 мм., □12 мм., с хомутами, кованая;Розетка Ø290 мм., □12 мм., с хомутами, кованая;;;58.82
Розетка Ø295 мм., Ø12 мм., круглая, кованая;Розетка Ø295 мм., Ø12 мм., круглая, кованая;;;55.33
Розетка 610*475 мм., Ø14 мм., с центр. цветком, кованая;Розетка 610*475 мм., Ø14 мм., с центр. цветком, кованая;;;191.21
Столб опорный Ø25 мм., 1200 мм., с центр. эл-том;Столб опорный Ø25 мм., 1200 мм., с центр. эл-том;;;86.59
Цветок Ø65 мм., ≠3 мм., штамп.;Цветок Ø65 мм., ≠3 мм., штамп.;;;1.58
Цветок Ø90 мм., Ø10 мм., ≠2 мм., штамп.;Цветок Ø90 мм., Ø10 мм., ≠2 мм., штамп.;;;3.78
Цветок Ø90 мм., ≠2 мм., кованый;Цветок Ø90 мм., ≠2 мм., кованый;;;5.98
Цветок Ø80 мм., ≠2 мм., с шариком, кованый;Цветок Ø80 мм., ≠2 мм., с шариком, кованый;;;9.97
Цветок 85*85 мм., ≠4 мм., кованый;Цветок 85*85 мм., ≠4 мм., кованый;;;5.14
Цветок 60*60 мм., ≠4 мм., кованый;Цветок 60*60 мм., ≠4 мм., кованый;;;2.79
Цветок 60*60 мм., ≠4 мм., кованый;Цветок 60*60 мм., ≠4 мм., кованый;;;4.02
Шар Ø20 мм., горячештампованный;Шар Ø20 мм., горячештампованный;;;0.31
Шар Ø30 мм., горячештампованный;Шар Ø30 мм., горячештампованный;;;1.02
Шар Ø40 мм., горячештампованный;Шар Ø40 мм., горячештампованный;;;2.94
Почтовый ящик 405*255*90 мм., вишневый, алюминий;Почтовый ящик 405*255*90 мм., вишневый, алюминий;;;80.5
Розетка 445*205 мм., ≠12*6 мм., с хомутами, кованая;Розетка 445*205 мм., ≠12*6 мм., с хомутами, кованая;;;16.72
Пика 120 мм., осн. Ø20 мм., горячештамп.;Пика 120 мм., осн. Ø20 мм., горячештамп.;;;1.18
Почтовый ящик 405*255*90 мм., слоновая кость, алюминий;Почтовый ящик 405*255*90 мм., слоновая кость, алюминий;;;80.5
Почтовый ящик 405*255*90 мм., зелёный, алюминий;Почтовый ящик 405*255*90 мм., зелёный, алюминий;;;80.5
Патина медная (250 мл.);Патина медная (250 мл.);;;87
Окончание к поручню 114/5, 290*100 мм.;Окончание к поручню 114/5, 290*100 мм.;;;21.98
Окончание к поручню 114/8, ≠40*8 мм.,  145*110 мм.;Окончание к поручню 114/8, ≠40*8 мм.,  145*110 мм.;;;21.67
Цветок Ø95 мм., ≠3 мм., штамп.;Цветок Ø95 мм., ≠3 мм., штамп.;;;7.86
Подпятник 100*100 мм., отв. □30 мм., ≠10 мм., литье;Подпятник 100*100 мм., отв. □30 мм., ≠10 мм., литье;;;5.88
Лист 75*70 мм., ≠0.5 мм., штамп. с ножкой;Лист 75*70 мм., ≠0.5 мм., штамп. с ножкой;;;0.84
Лист 195*190 мм., ≠0.5 мм., штамп.;Лист 195*190 мм., ≠0.5 мм., штамп.;;;3.72
Балясина 1000 мм., Ø12 мм.;Балясина 1000 мм., Ø12 мм.;;;16.81
Балясина 900*235 мм., □12 мм.;Балясина 900*235 мм., □12 мм.;;;34.06
Лист винограда 125*90 мм., ≠5 мм., кованый;Лист винограда 125*90 мм., ≠5 мм., кованый;;;4.49
Подставка 290*235 мм., 20*8 мм., с розой;Подставка 290*235 мм., 20*8 мм., с розой;;;54.18
Подставка 245*220 мм, 20*4 мм.;Подставка 245*220 мм, 20*4 мм.;;;16.35
Пика 160*90 мм., осн. Ø16 мм., горячештамп.;Пика 160*90 мм., осн. Ø16 мм., горячештамп.;;;3.22
Корзинка 190*50 мм., осн. □12 мм.;Корзинка 190*50 мм., осн. □12 мм.;;;2.91
Побег винограда Ø6 мм., 180 мм.;Побег винограда Ø6 мм., 180 мм.;;;4.52
Заглушка 22 мм., осн. □20 мм., ПНД;Заглушка 22 мм., осн. □20 мм., ПНД;;;0.19
Заглушка 22 мм., осн. □25 мм., ПНД;Заглушка 22 мм., осн. □25 мм., ПНД;;;0.19
Заглушка 22 мм., осн. □30 мм., ПНД;Заглушка 22 мм., осн. □30 мм., ПНД;;;0.25
Заглушка 25 мм., осн. □40 мм., ПНД;Заглушка 25 мм., осн. □40 мм., ПНД;;;0.43
Заглушка 35 мм., осн. □80 мм., ПНД;Заглушка 35 мм., осн. □80 мм., ПНД;;;0.99
Заглушка 22 мм., осн. Ø32 мм., ПНД черная;Заглушка 22 мм., осн. Ø32 мм., ПНД черная;;;0.25
Заглушка 22 мм., осн. Ø42 мм., ПНД;Заглушка 22 мм., осн. Ø42 мм., ПНД;;;0.5
Заглушка 28 мм., осн. Ø50 мм., ПНД;Заглушка 28 мм., осн. Ø50 мм., ПНД;;;0.71
Вставка 150*30 мм., □12 мм., в балясины;Вставка 150*30 мм., □12 мм., в балясины;;;5.54
Балясина 900 мм., □14 мм., с центр. корзинкой;Балясина 900 мм., □14 мм., с центр. корзинкой;;;19.5
Балясина 1000*40 мм., Ø14 мм.;Балясина 1000*40 мм., Ø14 мм.;;;19.41
Лист 330*100 мм., ≠4 мм., кованый;Лист 330*100 мм., ≠4 мм., кованый;;;43.96
Пика 195*82 мм., осн. Ø18 мм., лилия, горячештамп.;Пика 195*82 мм., осн. Ø18 мм., лилия, горячештамп.;;;4.02
Пруток Ø14 мм., с прошитыми отв. Ø14 мм., 140 мм., 2000 мм.;Пруток Ø14 мм., с прошитыми отв. Ø14 мм., 140 мм., 2000 мм.;;;33.13
Вставка 120* Ø40 мм., отв. Ø14 мм., на балясину из трубы;Вставка 120* Ø40 мм., отв. Ø14 мм., на балясину из трубы;;;7.28
Корзинка 70*70 мм., □6 мм.;Корзинка 70*70 мм., □6 мм.;;;9.35
Навершие 80*80 мм., ≠2 мм., для столба;Навершие 80*80 мм., ≠2 мм., для столба;;;2.32
Навершие 100*100 мм., ≠2 мм., для столба;Навершие 100*100 мм., ≠2 мм., для столба;;;2.97
Вставка 115* Ø40 мм., отв. □12 мм., декоративная;Вставка 115* Ø40 мм., отв. □12 мм., декоративная;;;6.78
Розетка 350*175 мм., ≠12*6 мм., кованая;Розетка 350*175 мм., ≠12*6 мм., кованая;;;25.7
Лист 110*50 мм., ≠4 мм., кованый;Лист 110*50 мм., ≠4 мм., кованый;;;2.63
Балясина 870*350 мм.,  ≠12*6 мм., S-образная с листочками;Балясина 870*350 мм.,  ≠12*6 мм., S-образная с листочками;;;106.81
Пика 170*64 мм., осн. Ø16 мм., горячештамп.;Пика 170*64 мм., осн. Ø16 мм., горячештамп.;;;2.94
Крючок 124*82*37 мм., «Лось»;Крючок 124*82*37 мм., «Лось»;;;23.75
Ручка-стучалка дверная 163*118*62 мм., чёрная, «Конь»;Ручка-стучалка дверная 163*118*62 мм., чёрная, «Конь»;;;56.59
Ручка-стучалка дверная 170*123*42 мм., чёрная, «Бульдог»;Ручка-стучалка дверная 170*123*42 мм., чёрная, «Бульдог»;;;36.93
Ручка дверная 238*80*75 мм., чёрная, «Кобра»;Ручка дверная 238*80*75 мм., чёрная, «Кобра»;;;54.18
Ключница 135*105*17 мм., «Марал»;Ключница 135*105*17 мм., «Марал»;;;27.31
Цветок Ø95 мм., ≠2 мм., штамп.;Цветок Ø95 мм., ≠2 мм., штамп.;;;0.65
Ручка дверная 200*60 мм.;Ручка дверная 200*60 мм.;;;7.86
Подпятник 122*122 мм., отв. □80 мм., ≠1,2 мм., штамп.;Подпятник 122*122 мм., отв. □80 мм., ≠1,2 мм., штамп.;;;1.8
Подпятник 142*142 мм., отв. □100 мм., ≠1,2 мм., штамп.;Подпятник 142*142 мм., отв. □100 мм., ≠1,2 мм., штамп.;;;1.64
Краска гладкая серебристая (0.75 л.) Hammerite;Краска гладкая серебристая (0.75 л.) Hammerite;;;57.4
Накладка ромашка Ø90 мм., ≠2 мм., малая, штамп. (814);Накладка ромашка Ø90 мм., ≠2 мм., малая, штамп. (814);;;1.36
Лист 140*90 мм., ≠2 мм., малый, штамп., (пара);Лист 140*90 мм., ≠2 мм., малый, штамп., (пара);;;2.63
Лист 200*95 мм., ≠2 мм., штамп., (пара);Лист 200*95 мм., ≠2 мм., штамп., (пара);;;4.4
Лист 240*140 мм., ≠2 мм., штамп., (пара);Лист 240*140 мм., ≠2 мм., штамп., (пара);;;5.29
Лист 190*68 мм., ≠2 мм., малый, штамп.;Лист 190*68 мм., ≠2 мм., малый, штамп.;;;1.55
Лист 295*95 мм., ≠2 мм., большой, штамп.;Лист 295*95 мм., ≠2 мм., большой, штамп.;;;2.6
Лист 180*60 мм., ≠2 мм., малый, штамп.;Лист 180*60 мм., ≠2 мм., малый, штамп.;;;1.8
Лист 220*60 мм., ≠2 мм., средний, штамп.;Лист 220*60 мм., ≠2 мм., средний, штамп.;;;2.17
Лист 310*60 мм., ≠2 мм., большой, штамп.;Лист 310*60 мм., ≠2 мм., большой, штамп.;;;3.1
Цветок 60*60 мм., ≠1.2 мм., малый, штамп.;Цветок 60*60 мм., ≠1.2 мм., малый, штамп.;;;0.59
Цветок 120*120 мм., ≠1.5 мм., большой, штамп.;Цветок 120*120 мм., ≠1.5 мм., большой, штамп.;;;2.54
Подпятник Ø40 мм., отв. Ø16.5 мм., литье;Подпятник Ø40 мм., отв. Ø16.5 мм., литье;;;1.73
Эмаль по рж. антикоррозийная, млт. темно-серебристая (2.5 кг.) КВИЛ;Эмаль по рж. антикоррозийная, млт. темно-серебристая (2.5 кг.) КВИЛ;"Изготовлена на основе модифицированного алкидного лака, светостой-
ких пигментов с добавлением сиккатива, органических растворителей и
функциональных добавок.
<p>НАЗНАЧЕНИЕ. Для одновременного преобразования ржавчины, антикоррозионного
грунтования и финишной окраски чистых и прокорродировавших ме-
таллических поверхностей с толщиной прочно связанной с металлом
ржавчины до 100 мкм, требующих хороших декоративных свойств и дли-
тельного срока службы в атмосферных условиях и внутри помещений.
<p>ОБЪЕКТЫ ПРИМЕНЕНИЯ. Промышленное оборудование, двери, ворота, ограждения, корпуса видео-
и аудиоаппаратуры (кинопроекторы, телескопы), банковская техника,
изделия художественной ковки, металлическая мебель (стеллажи, шка-
фы, сейфы и др.).
<p>СВОЙСТВА. Быстро высыхает. Образует рисунчатое (молотковое) покрытие, маски-
рующее мелкие дефекты поверхности. Своеобразный фактурный рису-
нок подчеркивает красоту изделий ручной работы. Покрытие обладает
высокой атмосферостойкостью, повышенной влаго- и противокоррози-
онной стойкостью. Применение эмали значительно упрощает подготовку
поверхности перед окрашиванием и удешевляет технологию создания
антикоррозионного покрытия, т.к. не требует пр";;56.78
Грунт-эмаль по рж. темно-зеленый корроед (1.9 кг.) КВИЛ;Грунт- эмаль по рж. темно-зеленый корроед  (1,9 кг) КВИЛ;;;45.33
Полусфера Ø40 мм., ≠2 мм.;Полусфера Ø40 мм., ≠2 мм.;;;0.68
Полусфера Ø60 мм., ≠2 мм.;Полусфера Ø60 мм., ≠2 мм.;;;1.05
Полусфера Ø120 мм., ≠2 мм.;Полусфера Ø120 мм., ≠2 мм.;;;4.83
Цветок Ø105 мм., ≠4 мм., кованый;Цветок Ø105 мм., ≠4 мм., кованый;;;2.85
Цветок 60*60 мм., ≠2 мм., кованый;Цветок 60*60 мм., ≠2 мм., кованый;;;2.17
Роза Ø60 мм., ≠1.5 мм., штамп.;Роза Ø60 мм., ≠1.5 мм., штамп.;;;8.2
Цветок Ø90 мм., ≠3 мм., штамп.;Цветок Ø90 мм., ≠3 мм., штамп.;;;5.2
Цветок Ø90 мм., ≠2 мм., штамп.;Цветок Ø90 мм., ≠2 мм., штамп.;;;1.7
Цветок Ø120 мм., ≠2.5 мм., кованый;Цветок Ø120 мм., ≠2.5 мм., кованый;;;3.53
Лист 110*40 мм., ≠3 мм., штамп.;Лист 110*40 мм., ≠3 мм., штамп.;;;1.18
Лист 155*60 мм., ≠3 мм., штамп.;Лист 155*60 мм., ≠3 мм., штамп.;;;1.49
Столб опорный □25 мм., 1200 мм., с центр. эл-том;Столб опорный □25 мм., 1200 мм., с центр. эл-том;;;57.28
Столб опорный Ø25 мм., 1200 мм., с центр. эл-том;Столб опорный Ø25 мм., 1200 мм., с центр. эл-том;;;76.78
Подпятник Ø40 мм., отв. Ø12.5 мм., литье;Подпятник Ø40 мм., отв. Ø12.5 мм., литье;;;1.67
Подпятник 60*60 мм., отв. □30.5 мм., литье;Подпятник 60*60 мм., отв. □30.5 мм., литье;;;2.51
Подпятник 80*80 мм., отв. □40.5 мм., литье;Подпятник 80*80 мм., отв. □40.5 мм., литье;;;3.62
Подпятник 60*60 мм., отв. □25.5 мм., литье;Подпятник 60*60 мм., отв. □25.5 мм., литье;;;2.51
Подпятник Ø80 мм., без отв., литье;Подпятник Ø80 мм., без отв., литье;;;2.48
Вставка 22* Ø40 мм., отв. Ø12.5 мм.;Вставка 22* Ø40 мм., отв. Ø12.5 мм.;;;1.52
Вставка 22* Ø40 мм., отв. □12.5 мм.;Вставка 22* Ø40 мм., отв. □12.5 мм.;;;1.64
Консоль2  600*800*300 мм.;Консоль2  600*800*300 мм.;;;179.57
Эмаль бронза (0.5 кг.) Церта-Патина;Эмаль бронза (0.5 кг.) Церта-Патина;"Эмаль «Церта-Патина» применяется для патинирования изделий из металла, предварительно окрашенных кузнечной эмалью «Церта-Пласт».

<p>Быстрое высыхание в естественных условиях — сушка «на отлип» в течение 15 мин. Растворители: сольвент, ксилол, толуол.

<p>Технология нанесения<br/>

Наносить плоской кистью на фактурную или шероховатую поверхность. На палитру нанести небольшое количество патины. Слегка подсохший материал растереть влажной кистью, смоченной в растворителе. Пройтись кистью по выпуклым местам кованого изделия, по ребрам, впадинам и т.п.

<p>Излишки снимать ветошью или кистью. Для более насыщенного цвета растирать патину менее интенсивно.";;33.31
Лист розы 120*50 мм., ≠1.2 мм., средний, штамп.;Лист розы 120*50 мм., ≠1.2 мм., средний, штамп.;;;0.77
Балясина 900 мм., Ø30 мм., из трубы;Балясина 900 мм., Ø30 мм., из трубы;;;21.49
Завиток 240*110 мм., □10 мм.;Завиток 240*110 мм., □10 мм.;;;3.22
Вставка 70* Ø37 мм., отв. Ø16 мм.;Вставка 70* Ø37 мм., отв. Ø16 мм.;;;2.54
Розетка Ø380 мм., ≠10*5 мм., с хомутами, кованая;Розетка Ø380 мм., ≠10*5 мм., с хомутами, кованая;;;41.18
Роза 260 мм., Ø6 мм., с листочками, штамп.;Роза 260 мм., Ø6 мм., с листочками, штамп.;;;16.41
Накладка Ø90 мм., ≠8 мм., цветок стальной, литье;Накладка Ø90 мм., ≠8 мм., цветок стальной, литье;;;3.41
Корзинка 50*50 мм., □4 мм.;Корзинка 50*50 мм., □4 мм.;;;2.04
Корзинка 130*65 мм., осн. □12 мм.;Корзинка 130*65 мм., осн. □12 мм.;;;2.91
Корзинка 90*35 мм., осн. □8 мм.;Корзинка 90*35 мм., осн. □8 мм.;;;1.39
Балясина 900 мм., □12 мм., кованая, изогнутая;Балясина 900 мм., □12 мм., кованая, изогнутая;;;12.07
Подставка под цветы «Стойка» 840*770*510 мм.;Подставка под цветы «Стойка» 840*770*510 мм.;;;29.35
Подсвечник1  240*157 мм.;Подсвечник1  240*157 мм.;;;7.8
Табурет «Хит» 490*320*320 мм.;Табурет «Хит» 490*320*320 мм.;;;18.58
Табурет 530*440*400 мм.;Табурет 530*440*400 мм.;;;21.67
Вензель 270*140 мм., □15 мм.;Вензель 270*140 мм., □15 мм.;;;4.61
Шар Ø100 мм., ≠1,5 мм., пустотелый;Шар Ø100 мм., ≠1,5 мм., пустотелый;;;4.95
Вставка 50*55 мм., отв. □20 мм., декоративная;Вставка 50*55 мм., отв. □20 мм., декоративная;;;5.2
Балясина 800 мм., ≠40*4 мм.;Балясина 800 мм., ≠40*4 мм.;;;18.76
Лист розы 150*45 мм., ≠2 мм., средний, штамп.;Лист розы 150*45 мм., ≠2 мм., средний, штамп.;;;0.8
Труба 15*15*1.2 мм., 3000 мм., продавленная с рисунком;Труба 15*15*1.2 мм., 3000 мм., продавленная с рисунком;;;13.62
Труба 15*15*1.2 мм., 3000 мм., продавленная с рисунком;Труба 15*15*1.2 мм., 3000 мм., продавленная с рисунком;;;13.62
Труба 15*15*1,2 мм., 3000 мм., продавленная с рисунком;Труба 15*15*1,2 мм., 3000 мм., продавленная с рисунком;;;11.76
Виноград 100*60 мм.;Виноград 100*60 мм.;;;20
Корзинка 145*60 мм., осн. □15 мм.;Корзинка 145*60 мм., осн. □15 мм.;;;11.33
Накладка Ø80 мм., сталь;Накладка Ø80 мм., сталь;;;4.02
Ящерка 230*100 мм., ≠20 мм.;Ящерка 230*100 мм., ≠20 мм.;;;10.22
Лягушка 100*100 мм., ≠24 мм.;Лягушка 100*100 мм., ≠24 мм.;;;6.04
Стрекоза 145*105 мм., ≠5 мм.;Стрекоза 145*105 мм., ≠5 мм.;;;3.25
Роза Ø65 мм., ≠1 мм., штамп.;Роза Ø65 мм., ≠1 мм., штамп.;;;2.97
Лист 242*155 мм., ≠6 мм., литье;Лист 242*155 мм., ≠6 мм., литье;;;10.68
Лист 242*155 мм., ≠6 мм., литье;Лист 242*155 мм., ≠6 мм., литье;;;10.68
Лист 165*120 мм., ≠6 мм., литье;Лист 165*120 мм., ≠6 мм., литье;;;3.96
Лист 270*160 мм., ≠6 мм., литье, (пара);Лист 270*160 мм., ≠6 мм., литье, (пара);;;22.29
Лев большой Ø260*80 мм., ≠8 мм., алюминий литье;Лев большой Ø260*80 мм., ≠8 мм., алюминий литье;;;17.34
Лев крылатый 270*150 мм., ≠20 мм., алюминий (пара);Лев крылатый 270*150 мм., ≠20 мм., алюминий (пара);;;28.67
Полусфера Ø120 мм., ≠1.2 мм.;Полусфера Ø120 мм., ≠1.2 мм.;;;3.72
Грунт-эмаль по рж. светло-серый корроед (0.9 кг.) КВИЛ;Грунт-эмаль по рж. светло-серый корроед (0.9 кг.) КВИЛ;;;19.94
Столб опорный Ø30 мм., 1200 мм., с центр. эл-том;Столб опорный Ø30 мм., 1200 мм., с центр. эл-том;;;100.9
Лист 220*100 мм., литье;Лист 220*100 мм., литье;;;4.58
Подпятник 50*50 мм., отв. □20 мм., литье;Подпятник 50*50 мм., отв. □20 мм., литье;;;2.23
Лист 130*50 мм., ≠0,3 мм., штамп.;Лист 130*50 мм., ≠0,3 мм., штамп.;;;1.98
Столб опорный □24 мм., 1200 мм., с торсир. и корзинкой;Столб опорный □24 мм., 1200 мм., с торсир. и корзинкой;;;83.5
Наконечник 95 мм., шар Ø27 мм., осн. □13 мм., горячештамп.;Наконечник 95 мм., шар Ø27 мм., осн. □13 мм., горячештамп.;;;1.61
Вставка 65* Ø40 мм., отв. Ø12.5 мм., горячештампованная;Вставка 65* Ø40 мм., отв. Ø12.5 мм., горячештампованная;;;2.94
Вставка 39* Ø40 мм., отв. Ø12.5 мм., горячештампованная;Вставка 39* Ø40 мм., отв. Ø12.5 мм., горячештампованная;;;2.85
Вставка 30*48 мм., отв. □16 мм., декоративная;Вставка 30*48 мм., отв. □16 мм., декоративная;;;2.79
Вставка 40*38 мм., отв. □14 мм., декоративная;Вставка 40*38 мм., отв. □14 мм., декоративная;;;3.5
Пика 130*54 мм., осн. Ø13 мм., лилия, горячештамп.;Пика 130*54 мм., осн. Ø13 мм., лилия, горячештамп.;;;1.3
Профиль отв. Ø14 мм., 140 мм., 2000 мм., круглого сечения;Профиль отв. Ø14 мм., 140 мм., 2000 мм., круглого сечения;;;19.81
Лист 120*85 мм., ≠4 мм., кованый;Лист 120*85 мм., ≠4 мм., кованый;;;13.13
Балясина 1000 мм., □12 мм., с 2 шариками;Балясина 1000 мм., □12 мм., с 2 шариками;;;17.46
Балясина 1000 мм., □12 мм., с 1 вставкой;Балясина 1000 мм., □12 мм., с 1 вставкой;;;41.67
Столб опорный □25 мм., 1200 мм., с центр. эл-том;Столб опорный □25 мм., 1200 мм., с центр. эл-том;;;97.21
Столб опорный □30 мм., 1200 мм., с центр. эл-том;Столб опорный □30 мм., 1200 мм., с центр. эл-том;;;137.46
Столб опорный □25 мм., 1200 мм., с центр. эл-том;Столб опорный □25 мм., 1200 мм., с центр. эл-том;;;112.69
Окончание к поручню 114/12, 290*100 мм.;Окончание к поручню 114/12, 290*100 мм.;;;22.41
Окончание к поручню 114/12, 145*110 мм.;Окончание к поручню 114/12, 145*110 мм.;;;20.9
Шар Ø20 мм., горячекованый;Шар Ø20 мм., горячекованый;;;2.11
Розетка 720*720 мм., Ø12 мм., кованая;Розетка 720*720 мм., Ø12 мм., кованая;;;268.42
Лист 180*50 мм., ≠4 мм., кованый;Лист 180*50 мм., ≠4 мм., кованый;;;13
Пика 155*70 мм., осн. Ø16 мм., лилия, горячештамп.;Пика 155*70 мм., осн. Ø16 мм., лилия, горячештамп.;;;1.49
Балясина 1000 мм., □12 мм., кованая;Балясина 1000 мм., □12 мм., кованая;;;16.72
Окончание к поручню 1373/2, 290*110 мм.;Окончание к поручню 1373/2, 290*110 мм.;;;49.75
Полоса 31*9 мм., 3000 мм., декоративная;Полоса 31*9 мм., 3000 мм., декоративная;;;34.83
Пика 180 мм., Ø32 мм., кованая;Пика 180 мм., Ø32 мм., кованая;;;11.49
Балясина 1000*110 мм., □12 мм., с 1 ромбом и хомутами;Балясина 1000*110 мм., □12 мм., с 1 ромбом и хомутами;;;40.56
Балясина 1400 мм., □12 мм., фигурная с торс.;Балясина 1400 мм., □12 мм., фигурная с торс.;;;9.91
Номер «8» 103*58 мм., ≠ 2,5 мм., черный;Номер «8» 103*58 мм., ≠ 2,5 мм., черный;;;1.83
Грунт-эмаль по рж. белый корроед (1.9 кг.) КВИЛ;Грунт-эмаль по рж. белый корроед (1.9 кг.) КВИЛ;;;45.33
Грунт-эмаль по рж. темно-вишневый корроед (1.9 кг.) КВИЛ;Грунт-эмаль по рж. темно-вишневый корроед (1.9 кг.) КВИЛ;;;49.16
Виноград 85*45 мм.литье;Виноград 85*45 мм.литье;;;3.13
Краска гладкая черная (2.2 л.) Hammerite;Краска гладкая черная (2.2 л.) Hammerite;"Краска молотковая Hammerite – лакокрасочный материал для создания атмосферостойкого, грязе- и водоотталкивающего покрытия. Применяется для обработки пораженных ржавчиной или чистых металлических поверхностей. Купить и использовать молотковую краску данной марки можно для внутренних и наружных работ.

Преимущества:<ul>

<li>выполняет функции грунта, защиты от коррозии и финишного покрытия чешуйчатой структуры;
<li>активные антикоррозийные добавки в составе;
<li>долговечность – покрытие остается качественным до 8 лет;
<li>доступная цена.
</ul>";;121.33
Балясина 900*195 мм., труба 15*15 мм.;Балясина 900*195 мм., труба 15*15 мм.;;;18.14
Почтовый ящик 405*255*90 мм., античный зелёный, алюминий;Почтовый ящик 405*255*90 мм., античный зелёный, алюминий;;;80.5
Подпятник 80*80 мм., отв. □40 мм., литье;Подпятник 80*80 мм., отв. □40 мм., литье;;;6.41
Балясина 900 мм., □12 мм., литая;Балясина 900 мм., □12 мм., литая;;;27.18
Балясина 900 мм., □12 мм., литая;Балясина 900 мм., □12 мм., литая;;;15.29
Балясина 900 мм., □12 мм., литая;Балясина 900 мм., □12 мм., литая;;;16.53
Балясина 900 мм., □12 мм., литая;Балясина 900 мм., □12 мм., литая;;;13.68
Балясина 900 мм., □12 мм., литая;Балясина 900 мм., □12 мм., литая;;;16.25
Балясина 900 мм., □12 мм., литая;Балясина 900 мм., □12 мм., литая;;;14.4
Балясина 900 мм., □12 мм., литая;Балясина 900 мм., □12 мм., литая;;;18.2
Балясина 900 мм., □12 мм., литая;Балясина 900 мм., □12 мм., литая;;;11.3
Накладка 220*120 мм., литье;Накладка 220*120 мм., литье;;;7.49
Накладка 210*90 мм., литье;Накладка 210*90 мм., литье;;;7.49
Накладка 220*80 мм., литье;Накладка 220*80 мм., литье;;;6.87
Накладка 220*90 мм., литье;Накладка 220*90 мм., литье;;;9.16
Накладка 140*140 мм., литье;Накладка 140*140 мм., литье;;;5.11
Лист 140*75 мм., литье;Лист 140*75 мм., литье;;;3.07
Лист 270*115 мм., литье;Лист 270*115 мм., литье;;;7.62
Ручка-стучалка 180*110 мм., литье;Ручка-стучалка 180*110 мм., литье;;;9.66
Балясина 900 мм., □12 мм., литая;Балясина 900 мм., □12 мм., литая;;;9.6
Заклепка Ø21 мм., ≠10 мм., с ножкой 32 мм., кованая;Заклепка Ø21 мм., ≠10 мм., с ножкой 32 мм., кованая;;;0.77
Виноград 90*60 мм.;Виноград 90*60 мм.;;;17.96
Виноградная гроздь 150*100 мм., с листочком;Виноградная гроздь 150*100 мм., с листочком;;;20.74
Столб опорный □30 мм., 1200 мм., с центр. эл-том;Столб опорный □30 мм., 1200 мм., с центр. эл-том;;;89.16
Балясина 1000*240 мм., □14 мм., кованая, изогнутая;Балясина 1000*240 мм., □14 мм., кованая, изогнутая;;;18.58
Балясина 1000*175 мм., □12 мм., кованая, c цент. цветком;Балясина 1000*175 мм., □12 мм., кованая, c цент. цветком;;;44.12
Эмаль «Церта-Патина» готическая зелень (0,08 кг.);Эмаль «Церта-Патина» готическая зелень (0,08 кг.);"Эмаль «Церта-Патина» применяется для патинирования изделий из металла, предварительно окрашенных кузнечной эмалью «Церта-Пласт».

<p>Быстрое высыхание в естественных условиях — сушка «на отлип» в течение 15 мин. Растворители: сольвент, ксилол, толуол.

<p>Технология нанесения<br/>

Наносить плоской кистью на фактурную или шероховатую поверхность. На палитру нанести небольшое количество патины. Слегка подсохший материал растереть влажной кистью, смоченной в растворителе. Пройтись кистью по выпуклым местам кованого изделия, по ребрам, впадинам и т.п.

<p>Излишки снимать ветошью или кистью. Для более насыщенного цвета растирать патину менее интенсивно.";;8.67
Пика 125*65 мм., осн. Ø30 мм., горячештамп.;Пика 125*65 мм., осн. Ø30 мм., горячештамп.;;;1.36
Пика 135 мм., осн. Ø25 мм., лилия, горячештамп.;Пика 135 мм., осн. Ø25 мм., лилия, горячештамп.;;;1.73
Наконечник 63*30 мм., Ø27 мм., горячештамп.;Наконечник 63*30 мм., Ø27 мм., горячештамп.;;;2.17
Наконечник 90*40 мм., Ø40 мм., горячештамп.;Наконечник 90*40 мм., Ø40 мм., горячештамп.;;;4.8
Панель 620*410 мм., Ø12 мм., с листьями, дек.;Панель 620*410 мм., Ø12 мм., с листьями, дек.;;;124.15
Лист 286*70 мм., ≠2 мм., штамп.;Лист 286*70 мм., ≠2 мм., штамп.;;;3.44
